clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,causa_salida,periodo_act,anio_ingreso_periodo,promedio,promedioxperiodo
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ago-dic,2009,56.25,63.10544285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ago-dic,2010,83.0,63.10544285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ene-jun,2006,43.666666666666664,57.30129285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ene-jun,2007,63.75,57.30129285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ene-jun,2008,23.333333333333332,57.30129285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ene-jun,2009,39.0,57.30129285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,ene-jun,2010,89.83333333333333,57.30129285714287
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,verano,2007,80.0,74.58
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,verano,2009,70.0,74.58
4502,4,1,153,4 DE MARZO,25006.0,Culiacan,1,verano,2010,94.0,74.58
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ago-dic,2005,53.833333333333336,54.60706507936507
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ago-dic,2006,62.4,54.60706507936507
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ago-dic,2007,42.0,54.60706507936507
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ago-dic,2008,48.5,54.60706507936507
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ago-dic,2010,45.0,54.60706507936507
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ene-jun,2006,44.6,59.12515555555555
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ene-jun,2007,59.4,59.12515555555555
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ene-jun,2008,72.5,59.12515555555555
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ene-jun,2009,30.0,59.12515555555555
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,ene-jun,2010,64.0,59.12515555555555
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,verano,2007,95.0,91.685
4523,4,1,62,VILLA DEL REAL,25006.0,Culiacan,1,verano,2010,95.0,91.685
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2005,57.166666666666664,60.95886583522298
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2006,66.0,60.95886583522298
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2007,41.75,60.95886583522298
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2009,64.0,60.95886583522298
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ago-dic,2010,55.857142857142854,60.95886583522298
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ene-jun,2006,63.2,45.97128174603174
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ene-jun,2007,52.333333333333336,45.97128174603174
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ene-jun,2008,21.75,45.97128174603174
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,ene-jun,2009,44.0,45.97128174603174
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,verano,2006,70.0,82.37
4531,4,1,107,SAN MIGUEL,25006.0,Culiacan,1,verano,2010,83.5,82.37
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ago-dic,2006,69.83333333333333,50.75185119047618
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ago-dic,2007,41.25,50.75185119047618
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ago-dic,2008,44.2,50.75185119047618
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ago-dic,2009,55.166666666666664,50.75185119047618
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ago-dic,2010,46.6,50.75185119047618
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ene-jun,2006,77.5,56.22483928571428
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ene-jun,2007,60.166666666666664,56.22483928571428
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ene-jun,2008,48.0,56.22483928571428
6247,4,1,143,ALHUEY,25002.0,Angostura,1,ene-jun,2010,39.0,56.22483928571428
6247,4,1,143,ALHUEY,25002.0,Angostura,1,verano,2007,42.5,61.50183333333332
6247,4,1,143,ALHUEY,25002.0,Angostura,1,verano,2009,82.0,61.50183333333332
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ago-dic,2006,68.33333333333333,78.70333544973545
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ago-dic,2007,83.6,78.70333544973545
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ago-dic,2008,80.25,78.70333544973545
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ago-dic,2009,79.66666666666667,78.70333544973545
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ago-dic,2010,79.6,78.70333544973545
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ene-jun,2006,81.66666666666667,71.05448253968252
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ene-jun,2007,49.6,71.05448253968252
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ene-jun,2008,89.8,71.05448253968252
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ene-jun,2009,53.166666666666664,71.05448253968252
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,ene-jun,2010,85.0,71.05448253968252
6249,4,1,145,PORTEZZA,25011.0,Guasave,1,verano,2010,70.0,72.8
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ago-dic,2006,83.4,81.92594523809525
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ago-dic,2007,81.8,81.92594523809525
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ago-dic,2008,74.5,81.92594523809525
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ago-dic,2009,89.75,81.92594523809525
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ago-dic,2010,78.6,81.92594523809525
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ene-jun,2006,86.83333333333333,64.27005476190475
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ene-jun,2007,66.83333333333333,64.27005476190475
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ene-jun,2008,40.166666666666664,64.27005476190475
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ene-jun,2009,50.6,64.27005476190475
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,ene-jun,2010,71.0,64.27005476190475
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,verano,2008,70.0,73.13
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,verano,2009,100.0,73.13
6324,4,1,7,CENTRO,25010.0,El Fuerte,1,verano,2010,80.0,73.13
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ago-dic,2006,65.16666666666667,59.18795714285715
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ago-dic,2007,80.4,59.18795714285715
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ago-dic,2008,36.333333333333336,59.18795714285715
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ago-dic,2010,50.666666666666664,59.18795714285715
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ene-jun,2007,76.6,56.26396473922903
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ene-jun,2008,61.0,56.26396473922903
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ene-jun,2009,22.5,56.26396473922903
7150,4,1,31,STANZA SOLARE,25006.0,Culiacan,1,ene-jun,2010,67.57142857142857,56.26396473922903
7151,4,1,127,CALDERON,25018.0,Navolato,1,ago-dic,2006,82.0,63.89235000000001
7151,4,1,127,CALDERON,25018.0,Navolato,1,ago-dic,2007,68.5,63.89235000000001
7151,4,1,127,CALDERON,25018.0,Navolato,1,ago-dic,2008,60.2,63.89235000000001
7151,4,1,127,CALDERON,25018.0,Navolato,1,ago-dic,2009,35.0,63.89235000000001
7151,4,1,127,CALDERON,25018.0,Navolato,1,ago-dic,2010,75.6,63.89235000000001
7151,4,1,127,CALDERON,25018.0,Navolato,1,ene-jun,2007,82.5,54.96208333333334
7151,4,1,127,CALDERON,25018.0,Navolato,1,ene-jun,2008,29.0,54.96208333333334
7151,4,1,127,CALDERON,25018.0,Navolato,1,ene-jun,2009,40.0,54.96208333333334
7151,4,1,127,CALDERON,25018.0,Navolato,1,ene-jun,2010,83.8,54.96208333333334
7151,4,1,127,CALDERON,25018.0,Navolato,1,verano,2010,84.5,84.36333333333332
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ago-dic,2006,40.666666666666664,71.51506439909298
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ago-dic,2007,67.8,71.51506439909298
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ago-dic,2008,75.0,71.51506439909298
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ago-dic,2009,70.14285714285714,71.51506439909298
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ago-dic,2010,73.16666666666667,71.51506439909298
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ene-jun,2007,55.833333333333336,63.29737142857142
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ene-jun,2008,52.2,63.29737142857142
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ene-jun,2009,76.8,63.29737142857142
7157,4,1,113,JARDIN,25006.0,Culiacan,1,ene-jun,2010,87.2,63.29737142857142
7157,4,1,113,JARDIN,25006.0,Culiacan,1,verano,2009,85.0,79.35
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ago-dic,2006,65.0,73.43757142857142
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ago-dic,2007,69.0,73.43757142857142
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ago-dic,2008,42.0,73.43757142857142
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ago-dic,2009,85.5,73.43757142857142
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ago-dic,2010,69.4,73.43757142857142
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ene-jun,2007,59.0,57.96351111111111
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ene-jun,2008,55.0,57.96351111111111
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ene-jun,2009,43.0,57.96351111111111
7158,4,1,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,ene-jun,2010,79.4,57.96351111111111
7164,4,1,145,CENTRO,25011.0,Guasave,1,ago-dic,2006,66.66666666666667,77.18136719576722
7164,4,1,145,CENTRO,25011.0,Guasave,1,ago-dic,2007,70.0,77.18136719576722
7164,4,1,145,CENTRO,25011.0,Guasave,1,ago-dic,2008,82.0,77.18136719576722
7164,4,1,145,CENTRO,25011.0,Guasave,1,ago-dic,2009,69.66666666666667,77.18136719576722
7164,4,1,145,CENTRO,25011.0,Guasave,1,ago-dic,2010,85.4,77.18136719576722
7164,4,1,145,CENTRO,25011.0,Guasave,1,ene-jun,2007,85.4,84.09990793650795
7164,4,1,145,CENTRO,25011.0,Guasave,1,ene-jun,2008,85.6,84.09990793650795
7164,4,1,145,CENTRO,25011.0,Guasave,1,ene-jun,2009,83.28571428571429,84.09990793650795
7164,4,1,145,CENTRO,25011.0,Guasave,1,ene-jun,2010,83.16666666666667,84.09990793650795
7164,4,1,145,CENTRO,25011.0,Guasave,1,verano,2010,94.0,87.73666666666668
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2006,78.16666666666667,82.51872222222224
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2007,89.33333333333333,82.51872222222224
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2008,77.33333333333333,82.51872222222224
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2009,79.0,82.51872222222224
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ago-dic,2010,85.75,82.51872222222224
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ene-jun,2007,81.16666666666667,72.65866025641024
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ene-jun,2008,75.66666666666667,72.65866025641024
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ene-jun,2009,52.0,72.65866025641024
7171,4,1,117,LOS ANGELES,25006.0,Culiacan,1,ene-jun,2010,80.83333333333333,72.65866025641024
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ago-dic,2006,85.0,77.52787777777776
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ago-dic,2007,83.83333333333333,77.52787777777776
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ago-dic,2008,84.4,77.52787777777776
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ago-dic,2009,78.42857142857143,77.52787777777776
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ago-dic,2010,56.333333333333336,77.52787777777776
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ene-jun,2007,85.83333333333333,79.90529033189034
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ene-jun,2008,73.33333333333333,79.90529033189034
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ene-jun,2009,81.5,79.90529033189034
7174,4,1,131,MIRAMAR,25008.0,La Cruz,1,ene-jun,2010,80.6,79.90529033189034
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ago-dic,2006,68.33333333333333,59.40696190476192
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ago-dic,2007,83.0,59.40696190476192
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ago-dic,2008,54.5,59.40696190476192
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ago-dic,2009,42.0,59.40696190476192
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ago-dic,2010,76.4,59.40696190476192
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ene-jun,2007,83.4,57.895636961451245
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ene-jun,2008,66.4,57.895636961451245
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ene-jun,2009,40.0,57.895636961451245
7176,4,1,61,STANZA SOLARE,25018.0,Navolato,1,ene-jun,2010,71.57142857142857,57.895636961451245
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ago-dic,2006,75.33333333333333,75.03351233766234
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ago-dic,2007,86.2,75.03351233766234
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ago-dic,2008,77.25,75.03351233766234
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ago-dic,2009,76.66666666666667,75.03351233766234
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ago-dic,2010,60.833333333333336,75.03351233766234
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ene-jun,2007,76.8,51.09685079365078
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ene-jun,2008,51.0,51.09685079365078
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ene-jun,2009,49.666666666666664,51.09685079365078
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,ene-jun,2010,51.2,51.09685079365078
7193,4,1,26,LAS MANANITAS,25006.0,Culiacan,1,verano,2010,85.0,81.77
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ago-dic,2006,90.66666666666667,78.66579591836735
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ago-dic,2007,81.66666666666667,78.66579591836735
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ago-dic,2008,73.57142857142857,78.66579591836735
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ago-dic,2009,75.0,78.66579591836735
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ago-dic,2010,70.0,78.66579591836735
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ene-jun,2007,79.33333333333333,68.61998148148146
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ene-jun,2008,52.166666666666664,68.61998148148146
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ene-jun,2009,66.33333333333333,68.61998148148146
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,ene-jun,2010,79.0,68.61998148148146
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,verano,2008,100.0,90.73666666666666
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,verano,2009,95.5,90.73666666666666
7199,4,1,107,COUNTRY,25006.0,Culiacan,1,verano,2010,80.0,90.73666666666666
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ago-dic,2006,58.333333333333336,58.636642857142846
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ago-dic,2007,24.0,58.636642857142846
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ago-dic,2009,80.25,58.636642857142846
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ago-dic,2010,25.833333333333332,58.636642857142846
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ene-jun,2007,64.33333333333333,64.83744444444443
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ene-jun,2008,56.75,64.83744444444443
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,ene-jun,2010,72.0,64.83744444444443
7202,4,1,26,EJIDAL,25006.0,Culiacan,1,verano,2010,78.5,77.48733333333332
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ago-dic,2006,89.33333333333333,75.8846761904762
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ago-dic,2007,87.2,75.8846761904762
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ago-dic,2008,60.75,75.8846761904762
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ago-dic,2009,67.83333333333333,75.8846761904762
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ago-dic,2010,55.166666666666664,75.8846761904762
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ene-jun,2007,66.16666666666667,64.91034126984127
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ene-jun,2008,62.0,64.91034126984127
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ene-jun,2009,61.666666666666664,64.91034126984127
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,ene-jun,2010,78.4,64.91034126984127
7203,4,2,117,EL WALAMO,25006.0,Culiacan,1,verano,2010,89.5,86.91330555555557
7206,4,1,112,JUAREZ,25015.0,Guamuchil,1,ago-dic,2006,77.33333333333333,71.67686111111112
7206,4,1,112,JUAREZ,25015.0,Guamuchil,1,ago-dic,2007,87.5,71.67686111111112
7206,4,1,112,JUAREZ,25015.0,Guamuchil,1,ago-dic,2008,76.25,71.67686111111112
